X,CH1,CH2,
Second,Volt,Volt,
-3.0399996e-01,2.48000e+00,1.17600e+00,
-2.9999995e-01,2.56000e+00,1.20000e+00,
-2.9600000e-01,2.48000e+00,1.18400e+00,
-2.9200000e-01,2.56000e+00,1.20800e+00,
-2.8799999e-01,2.48000e+00,1.18400e+00,
-2.8399998e-01,2.48000e+00,1.19200e+00,
-2.7999997e-01,2.48000e+00,1.18400e+00,
-2.7599996e-01,2.56000e+00,1.20000e+00,
-2.7199996e-01,2.56000e+00,1.19200e+00,
-2.6800001e-01,2.40000e+00,1.18400e+00,
-2.6400000e-01,2.48000e+00,1.19200e+00,
-2.5999999e-01,2.56000e+00,1.15200e+00,
-2.5599998e-01,2.48000e+00,1.20800e+00,
-2.5199997e-01,2.56000e+00,1.18400e+00,
-2.4799995e-01,2.48000e+00,1.20800e+00,
-2.4399994e-01,2.56000e+00,1.15200e+00,
-2.3999994e-01,2.48000e+00,1.19200e+00,
-2.3599999e-01,2.56000e+00,1.17600e+00,
-2.3199998e-01,2.48000e+00,1.19200e+00,
-2.2799997e-01,2.48000e+00,1.17600e+00,
-2.2399996e-01,2.48000e+00,1.20000e+00,
-2.1999995e-01,2.56000e+00,1.18400e+00,
-2.1599995e-01,2.56000e+00,1.18400e+00,
-2.1199994e-01,2.48000e+00,1.20800e+00,
-2.0799993e-01,2.48000e+00,1.19200e+00,
-2.0399998e-01,2.56000e+00,1.15200e+00,
-1.9999997e-01,2.48000e+00,1.20800e+00,
-1.9599997e-01,2.56000e+00,1.18400e+00,
-1.9199996e-01,2.48000e+00,1.19200e+00,
-1.8799995e-01,2.48000e+00,1.18400e+00,
-1.8399994e-01,2.48000e+00,1.19200e+00,
-1.7999993e-01,2.56000e+00,1.18400e+00,
-1.7599998e-01,2.56000e+00,1.20800e+00,
-1.7199998e-01,2.48000e+00,1.18400e+00,
-1.6799997e-01,2.48000e+00,1.19200e+00,
-1.6399996e-01,2.48000e+00,1.18400e+00,
-1.5999995e-01,2.48000e+00,1.19200e+00,
-1.5599994e-01,2.48000e+00,1.18400e+00,
-1.5199994e-01,2.48000e+00,1.20800e+00,
-1.4799993e-01,2.48000e+00,1.18400e+00,
-1.4399998e-01,2.48000e+00,1.15200e+00,
-1.3999997e-01,2.56000e+00,1.20800e+00,
-1.3599996e-01,2.56000e+00,1.19200e+00,
