X,CH1,CH2,
Second,Volt,Volt,
2.4700000e+00,2.48000e+00,1.11200e+00,
2.4800000e+00,2.48000e+00,1.11200e+00,
2.4900000e+00,2.56000e+00,1.09600e+00,
2.5000000e+00,2.48000e+00,1.11200e+00,
2.5100000e+00,2.40000e+00,1.09600e+00,
2.5200000e+00,2.48000e+00,1.12000e+00,
2.5300000e+00,2.48000e+00,1.09600e+00,
2.5400000e+00,2.48000e+00,1.08000e+00,
2.5500000e+00,2.40000e+00,1.11200e+00,
2.5599999e+00,2.48000e+00,1.10400e+00,
2.5699999e+00,2.48000e+00,1.11200e+00,
2.5799999e+00,2.48000e+00,1.11200e+00,
2.5899999e+00,2.56000e+00,1.09600e+00,
2.5999999e+00,2.48000e+00,1.14400e+00,
2.6099999e+00,2.48000e+00,1.09600e+00,
2.6199999e+00,2.48000e+00,1.11200e+00,
2.6299999e+00,2.48000e+00,1.09600e+00,
2.6399999e+00,2.48000e+00,1.11200e+00,
2.6499999e+00,2.48000e+00,1.09600e+00,
2.6599998e+00,2.48000e+00,1.12000e+00,
2.6699998e+00,2.48000e+00,1.08800e+00,
2.6799998e+00,2.48000e+00,1.11200e+00,
2.6899998e+00,2.56000e+00,1.09600e+00,
2.6999998e+00,2.48000e+00,1.09600e+00,
2.7099998e+00,2.48000e+00,1.11200e+00,
2.7199998e+00,2.48000e+00,1.08000e+00,
2.7299998e+00,2.48000e+00,1.12000e+00,
2.7399998e+00,2.48000e+00,1.11200e+00,
